full_text,username,MBTI,IE,NS,TF,JP
dilan sama mamanya lagi santai di kolam renang ttv,NRamadhani,ESFP,E,S,F,P
muka ga kelihatan kedinginannn,NRamadhani,ESFP,E,S,F,P
this is the best skincare so far yang aku cobain emk beverly hills setelah lihat mbak then aku baru ikutan cobain night balm ini face treatment seminggu cuma kali pada malam hari for sure kulit akan kinclong berat jadi bisa aku,NRamadhani,ESFP,E,S,F,P
my cikuuuu,NRamadhani,ESFP,E,S,F,P
bahagia birthday dear mainaka mudah mudahan mainaka bisa tumbuh besar menjadi manusia yang besar manfaatnya buat sesama jadi anak yang ceria yang selalu mewarnai suasana rumah dengan suara ketawanya naka love you much din naka,NRamadhani,ESFP,E,S,F,P
giveaway alert mulai hari ini sampai november promo shopee terbesar ada kejutan buat kamu tiap hari mulai besok sore jam gratis ongkos kirim tanpa min belanja untuk kalian semua jangan lupa saksikan big sale live,NRamadhani,ESFP,E,S,F,P
ini ini korset andalan aku korset latex pertama dan satu satunya didunia dengan tulang terbanyak ada tulang miracle extreme waist shaper namanya aku pakai dari habis lahiran size xl sampai skg xs jadi hasil jauh lebih cepat kelihatan da,NRamadhani,ESFP,E,S,F,P
bahagia birthday mamaku tersayang insyaallah mama panjang umur jauh dari sakit penyakit dan bisa selalu dekat dengan semua anak dan cucu amin iya allah,NRamadhani,ESFP,E,S,F,P
hai temanteman skingenme adalah pemeriksaan dna genetik untuk memprediksi faktorfaktor penuaan pada kulit kita dengan skingenme aku jadi mengetahui kondisi kulit sesungguhnya dan mendapatkan prediksi kecenderungan resiko penuaan pada kulitku be,NRamadhani,ESFP,E,S,F,P
the one and only ini manusia begini saya ga tahu bisa nemu dimana dia bisa jadi semua gila saya cuma bilang ter mikha halloween mau banget makeup jadi hantu tapi ga ada acara halloween anakanak tahun ini kita bikin saja iya diru,NRamadhani,ESFP,E,S,F,P
hallowen bareng oktober di sambil donasi untuk palu buruan dapatkan tiketnya photo by riany styled stylist asst location,NRamadhani,ESFP,E,S,F,P
pas lagi belanja ke supermarket tidak sengaja lihat panna cotta karena kelihatan menarik sekali cobain deh beli dannnnn ternyata anakanakku pada suka dan ketagihan buat panna cottanya gampang banget cuma perlu ditambah air saya,NRamadhani,ESFP,E,S,F,P
halloween for palu with gather your squad and book your table now at for oct th fund raising by yang bercollaborate dengan rtl dalam acara ini kita peruntukan bagi saudara kita yang berada di palu dan sekitarnya,NRamadhani,ESFP,E,S,F,P
pulang liburan berat naik hmmm no worries ada yang bantu aku menjaga berat badan aku dan jadikan aku lebih sehat,NRamadhani,ESFP,E,S,F,P
ngopi dara with my gal,NRamadhani,ESFP,E,S,F,P
ahh aku suka banget sama diaa bagaimana nihhhh,NRamadhani,ESFP,E,S,F,P
hari lagi surabaya mana suaranya roti mama nia dan mikha in fashion akan ada di zooniverse galaxy mall surabaya exhibition center level oktober manage by id dicatat iya mama tanggalnya,NRamadhani,ESFP,E,S,F,P
yuk kita bantu saudarasaudara kita sedikit dan sekecil apapun bantuan kita akan sangat berarti untuk mereka,NRamadhani,ESFP,E,S,F,P
aku lagi suka sama mainan baruku ini klarity bespoke mask set namanya id jadi kita bisa mix and match campur sendiri masker beserta serumnya misalnya untuk cerahin atau pengen lembab dan lain-lain set ini sudah sekalian dapat masker dan serum size,NRamadhani,ESFP,E,S,F,P
minuman yang selalu buat aku sehat tanpa ada efek samping apapun,NRamadhani,ESFP,E,S,F,P
roti mama nia amp mikha in fashion akan ada di picnic over tribeca tribeca park central park mall organize by september akan ada mom juga akan datang di tanggal september pukul ditunggu iya mama jangan sam,NRamadhani,ESFP,E,S,F,P
hidup sehat itu dipengaruhi dengan makan minuman yang kamu konsumsi kalau aku rutin minum selain bagus untuk metabolisme tubuh jus ini juga bagus lho untuk daya tahan tubuh kita cobain yuk,NRamadhani,ESFP,E,S,F,P
bahagia blessed apalagi yang bisa di bantu jawab di bawah yaa,NRamadhani,ESFP,E,S,F,P
rahasia badanku tetap fit tapi berat badan tetap stabil adalah rutin minum terbuat dari bahan alami yang aman buat segala kalangan,NRamadhani,ESFP,E,S,F,P
hai teman semua jangan lupa ketemu aku hari ini kamis september jam di grand indonesia west mall exhibition hall lantai lokasi dekat food print iya bakal ada dan infashion juga lhoo dan nikmatin promo special,NRamadhani,ESFP,E,S,F,P
seruu seru ini episode ttv jangan lupa sekarang tayang kali seminggu hari sabtu dan minggu jam pagi di trans tv,NRamadhani,ESFP,E,S,F,P
hidung dan dagu kekinian edit ala mbak showimah,NRamadhani,ESFP,E,S,F,P
ttv mulai minggu ini tayangnya kali seminggu ini setiap hari sabtu dan minggu terimakasih iya teman ngopi atas respond baiknyaa untuk acara ini cheers,NRamadhani,ESFP,E,S,F,P
senang sekali beribadah bersama,NRamadhani,ESFP,E,S,F,P
segera mengutukmu di bioskop,morganoey,ESTJ,E,S,T,J
jawaban yang dicari agatha ada dalam diri romeo tapi apakah romeo bisa jadi rumah untuk agatha menetap selamanya romeo ingkar janji tayang juli di bioskop,morganoey,ESTJ,E,S,T,J
romeo ingkar janji juli di bioskop,morganoey,ESTJ,E,S,T,J
semoga semua makhluk berbahagia,morganoey,ESTJ,E,S,T,J
amin wkwk,morganoey,ESTJ,E,S,T,J
terima kasih sudah nonton,morganoey,ESTJ,E,S,T,J
acha terima kasih dokter deh nonton,morganoey,ESTJ,E,S,T,J
film suami yang lain sudah tayang di bioskop mulai hari ini acha,morganoey,ESTJ,E,S,T,J
official trailer suami yang lain januari di bioskop,morganoey,ESTJ,E,S,T,J
sebuah film karya john adik rantau januari di bioskop,morganoey,ESTJ,E,S,T,J
urip ning jakarta iki ora gampang tapi harus dilakoni demi mimpimimpi sing kangen diwedheni paul ngacung awakdewe gergeran meneh mengko iya dulurdulur siap gergeran di bioskop november karena srimulat,morganoey,ESTJ,E,S,T,J
musikal ibu kembali tayang hingga waktu yang belum ditentukan hanya di youtube indonesia kaya,morganoey,ESTJ,E,S,T,J
takut banget,morganoey,ESTJ,E,S,T,J
malam win,morganoey,ESTJ,E,S,T,J
berburu udang di pantai losari pulangnya beli batik berbagai motif senang banget diundang di mengantri bisa ketemu mas menteri dan sobat kreatif,morganoey,ESTJ,E,S,T,J
teaser film romeo ingkar janji karya emil heradi segera di bioskop,morganoey,ESTJ,E,S,T,J
selamat hari harimau sedunia id,morganoey,ESTJ,E,S,T,J
menyambut hari film nasional dengan surat cinta untuk sinema indonesia sebuah film musikal persembahan garin nugroho nantikan segera di bioskop,morganoey,ESTJ,E,S,T,J
ceki lokasi tayang film puisi cinta yang membunuh di kotamu,morganoey,ESTJ,E,S,T,J
official trailer film puisi cinta yang membunuh januari di bioskop,morganoey,ESTJ,E,S,T,J
matur suwun sanget semua temanteman untuk respon baiknya kepada film srimulat hil yang mustahal babak pertama hayoo koncokonco sedulursedulur jangan lupa nonton mulai mei di bioskop movie,morganoey,ESTJ,E,S,T,J
terima kasih banyak bang joko untuk apresiasinya,morganoey,ESTJ,E,S,T,J
terima kasih banyak mas menteri untuk apresiasinya,morganoey,ESTJ,E,S,T,J
srimulat hil yang mustahal babak pertama mei di bioskop pictures,morganoey,ESTJ,E,S,T,J
official teaser trailer film srimulat hil yang mustahal babak pertama karya mulai tayang mei di bioskop movie,morganoey,ESTJ,E,S,T,J
di momen cny ini aku mau ngajakin kamu buat berbagi sedikit kebahagiaan anak di panti asuhan amp lanjut usia di panti jompo smg kebaikan amp keikhlasan kamu dibalas dengan berkah yang berlipat ganda oleh tuhan yme gong xi fa cai,morganoey,ESTJ,E,S,T,J
mulai hari ini film terbaru dari sudah tayang di bioskop akhirnya bisa lagi takis,morganoey,ESTJ,E,S,T,J
khiu kapan main ke empang lagi,morganoey,ESTJ,E,S,T,J
official trailer film karya terbaru terungkap di bioskop mulai desember,morganoey,ESTJ,E,S,T,J
teaser perdana dari film terbaru bagaimana penasaran ga,morganoey,ESTJ,E,S,T,J
musikal horor ibu sosok kuntilanak adalah peleburan kasih ibu dan dendam dia yang tangis dan tawanya tidak dapat dibedakan terdengar jauh tetapi begitu dekat jadwal november pukul amp wib via online streaming tiket berani nonton,morganoey,ESTJ,E,S,T,J
dia yang terdengar jauh ternyata begitu dekat segera hadir sebuah musikal horor berani nonton,morganoey,ESTJ,E,S,T,J
terima kasih,morganoey,ESTJ,E,S,T,J
terima kasih banyak dan untuk nominasinya selamat juga kepada para nominee yang lain,morganoey,ESTJ,E,S,T,J
dirgahayu bersama menuju yang inklusif dan tangguh apa harapanmu,morganoey,ESTJ,E,S,T,J
bangga sekali medali emas pertama untuk indonesia dari greysia polii dan apriyani rahayu ganda putri bulutangkis di olimpiade tokyo selamat,morganoey,ESTJ,E,S,T,J
sebarkan informasi ini ke temanteman kamu iya kami tunggu partisipasimu,morganoey,ESTJ,E,S,T,J
kegiatan kerelawanan dilakukan dari rumah masingmasing iya virtual jika kamu adalah orang yang siap tanggap dan responsif di whatsapp serta peduli terhadap fakta isu covid segera daftarkan dirimu sekarang di,morganoey,ESTJ,E,S,T,J
tim bersama masih membutuhkan banyak tenaga relawan untuk membantu penyediaan informasi terkait covid yang akurat dan valid posisi yang dibutuhkan saat ini relawan data collector igd rs oksigenlokasi vaksinasi,morganoey,ESTJ,E,S,T,J
karya mas umbara tayang besok jam malam teng di takis,morganoey,ESTJ,E,S,T,J
akhirnya bisa berkarya bareng lagi setelah tahun kolaborasi pertama waktu di film thank you for having me saudara laki-laki had so much fun shooting with you and the team nantikan,morganoey,ESTJ,E,S,T,J
terima kasih,morganoey,ESTJ,E,S,T,J
selamat merayakan idul fitri untuk temanteman muslim dan selamat memperingati kenaikan isa almasih untuk temanteman nasrani mohon maaf lahir batin dan semoga damai sejahtera selalu menyertai kita semua,morganoey,ESTJ,E,S,T,J
official merchandise generasi relawan is here cara belinya bagaimana gampang langsung saja ke amp sudah bisa dipesan mulai hari ini periode pre order mei mei proses pengiriman mei mei,morganoey,ESTJ,E,S,T,J
official merchandise generasi relawan is here cara belinya bagaimana gampang langsung saja ke amp sudah bisa dipesan mulai hari ini periode pre order mei mei proses pengiriman mei mei,morganoey,ESTJ,E,S,T,J
official merchandise generasi relawan is here cara belinya bagaimana gampang langsung saja ke amp sudah bisa dipesan mulai hari ini periode pre order mei mei proses pengiriman mei mei,morganoey,ESTJ,E,S,T,J
episode sudah tayang eksklusif di living,morganoey,ESTJ,E,S,T,J
episode sudah tayang di living,morganoey,ESTJ,E,S,T,J
akhirnya tayaaang terima kasih banyak mbak dan mas buat kesempatannya,morganoey,ESTJ,E,S,T,J
saya ga boleh berhenti saya mutusin untuk terus berlari tanpa ragu mengejar apa yang saya impikan selama ini pelan tapi pasti kalian juga harus gitu teman-teman ga boleh nyerah karena situasi karena ada permatame dari yang akan nemenin kita wujudkan mimpi,morganoey,ESTJ,E,S,T,J
sudah nonton belum harus nonton iya teman-teman,Haruka_NKGW10,ESFP,E,S,F,P
sudah iya aku mau istirahat heheheh good night terima kasih sudah temani aku dan terima kasih sudah dengarin curhat aku iya thank you all,Haruka_NKGW10,ESFP,E,S,F,P
terpisah dengan sama nenek mungkin aku belum terbiasa dan mungkin belum terima juga cuma aku mikir sampai kapanpun nenek tidak balik lagi ke dunia ini jadi harus aku ikhlas iya,Haruka_NKGW10,ESFP,E,S,F,P
semua orang pasti ada yang kurang haruka juga banyak kurangnya tapi nama nya manusia semua sama iya jadi kalau ada kurang ya sudah lah penting bisa hidup dengan bahagia gitu iya heheh,Haruka_NKGW10,ESFP,E,S,F,P
sudah lama gak cerita di jadi seru juga iya kalau ketik bisa kasih perasaan aku yang jujur karena kalau ketemu orang atau teman aku jarang bisa curhat hahaha,Haruka_NKGW10,ESFP,E,S,F,P
jadi haruka mau kasih semangat untuk masyarakat biar orang yang nonton tv atau media lain bisa lebih bahagia heheh haruka kok selalu senyum iya tidak kok gak selalu tapi di depan tv atau depan kamera iya aku senyum karena aku cuma bisa bagi semangat untuk kalian semua,Haruka_NKGW10,ESFP,E,S,F,P
banyak orang yang selalu semangatin aku dan selalu pada bilang sabar dan ikhlas aku tahu gak boleh sedih terus dan aku tahu banyak orang yang lebih susah atau lebih sedih dari pada aku,Haruka_NKGW10,ESFP,E,S,F,P
sudah gak bisa cerita sudah gak bisa telepon sama nenek sudah tidak bisa ketemu sudah tidak bisa belikan barang untuk nenek aku jadi masih kaya aneh gituhehehe,Haruka_NKGW10,ESFP,E,S,F,P
nenek aku buat aku orang tahu satu satu nya dan sudah meninggal sudah tidak ada orang tua sekarang sudah tidak ada rumah di jepang sisa cuma adek aku aku sayang banget sama adek tapi aku tetap saja kesepian hehehe,Haruka_NKGW10,ESFP,E,S,F,P
aku bisanya kalau di tv orang yang semangat karena emang aku senang ikut shooting hehehe tapi kalau sampai di rumah aku kaya diam gitu hahah suka tiba kangen nenek aku atau kakak aku yang sudah di surga sudah bulan nenek aku meninggal tetap saja masih aneh gak bisa,Haruka_NKGW10,ESFP,E,S,F,P
dari kemarin susah tidur ini banyak terpikirkan kali iya hahaha kalau sudah tidur pada sedang apa,Haruka_NKGW10,ESFP,E,S,F,P
lucu banget nami,Haruka_NKGW10,ESFP,E,S,F,P
sudah tahun yang lalu iya,Haruka_NKGW10,ESFP,E,S,F,P
sudah nonton belum,Haruka_NKGW10,ESFP,E,S,F,P
outlet in jakarta,Haruka_NKGW10,ESFP,E,S,F,P
waktu acara jangan lupa nonton iya,Haruka_NKGW10,ESFP,E,S,F,P
keren banget hebat luluuuu enjoy di jepang iya,Haruka_NKGW10,ESFP,E,S,F,P
lulujkt keren banget kamu sangat hebat dan benar kerenaku banga banget lulu bisa bawa nama jakarta yang terbaik love uuuuu no,Haruka_NKGW10,ESFP,E,S,F,P
haruka balik ke jakarta naik woosh lagi,Haruka_NKGW10,ESFP,E,S,F,P
teman jangan lupa datang iya,Haruka_NKGW10,ESFP,E,S,F,P
jakarta yang benar siapa nihhhhh kalau bohon haruka menangis loh,Haruka_NKGW10,ESFP,E,S,F,P
ini teman-teman ada bukti jakarta chan mau kaya aku,Haruka_NKGW10,ESFP,E,S,F,P
nayla chan jadi ci shani bukan aku iya jakarta,Haruka_NKGW10,ESFP,E,S,F,P
jangan lupa nonton episode lanjut nya iya,Haruka_NKGW10,ESFP,E,S,F,P
mantapsemangat lulu,Haruka_NKGW10,ESFP,E,S,F,P
mantap jakarta semangat anak cantik no,Haruka_NKGW10,ESFP,E,S,F,P
ayana,Haruka_NKGW10,ESFP,E,S,F,P
belum bisa teman-teman,Haruka_NKGW10,ESFP,E,S,F,P
kenapa tidak bisa buka ig iya dari pagi gak bisa,Haruka_NKGW10,ESFP,E,S,F,P
hahahah masih anak jakarta iya hehehe,Haruka_NKGW10,ESFP,E,S,F,P
jakarta mau donggggg,Haruka_NKGW10,ESFP,E,S,F,P
pengen main dram lagi,Haruka_NKGW10,ESFP,E,S,F,P
semangat zee,Haruka_NKGW10,ESFP,E,S,F,P
haruka in japan,Haruka_NKGW10,ESFP,E,S,F,P
bagaimana semuanya hari pertama puasa lancar kan iya,Haruka_NKGW10,ESFP,E,S,F,P
pikachu sama jakarta korabolasi ini,Haruka_NKGW10,ESFP,E,S,F,P
tanggal maret aku di bandung di tunggu iya booth play live festival bandung,Haruka_NKGW10,ESFP,E,S,F,P
semangatttt kamu pasti bisa,Haruka_NKGW10,ESFP,E,S,F,P
erlhes kependekan iya,Haruka_NKGW10,ESFP,E,S,F,P
masa sihhhhh,Haruka_NKGW10,ESFP,E,S,F,P
hari ini aku hadir di asean japan economic cocreation forum di event khusus asean ini aku senang sekali bisa berpartisipasi dengan memakai tenun dari indonesia semoga jepang bersama negaranegara asean dapat terus bergandengan tangan untuk menciptakan masa depan yang,Haruka_NKGW10,ESFP,E,S,F,P
sudah tahun di indonesia iya terimakasih semua yang sampai sekarang masih tetap dukung dan semangatin aku tetap dukung aku iya,Haruka_NKGW10,ESFP,E,S,F,P
bagus gakhehehe,Haruka_NKGW10,ESFP,E,S,F,P
lamaran di podcast haruka ngebet jirayut kiamat makin dekat po,Haruka_NKGW10,ESFP,E,S,F,P
tadi aku ikut pestapora seru banget,Haruka_NKGW10,ESFP,E,S,F,P
lihat video haruka nakagawa,Haruka_NKGW10,ESFP,E,S,F,P
lihat video haruka nakagawa,Haruka_NKGW10,ESFP,E,S,F,P
bagaimana teman-teman maaf kalau ada salah semoga banyak orang yang senang aku naik stage jakarta dan terimakasih jakarta undang aku di anniversary theater jakarta,Haruka_NKGW10,ESFP,E,S,F,P
lihat video haruka nakagawa,Haruka_NKGW10,ESFP,E,S,F,P
lihat video haruka nakagawa,Haruka_NKGW10,ESFP,E,S,F,P
bukan endorse tapi memang pengguna tebak buat apa,Adindathomass,ISTP,I,S,T,P
kenalan apa jadian sih,Adindathomass,ISTP,I,S,T,P
langsung menyatakan cinta saja emang ga coba deketin dulu gitu,Adindathomass,ISTP,I,S,T,P
ayo ngobrol bagaimana kisah cinta pertama kalian,Adindathomass,ISTP,I,S,T,P
ok waktunya ubah dekor,Adindathomass,ISTP,I,S,T,P
kisi kisi biar badan ga sakit kalau jam tidur kebalik plss,Adindathomass,ISTP,I,S,T,P
yuhuuu,Adindathomass,ISTP,I,S,T,P
aura hijau menunjukan kepribadian yang cinta sesama heean maupun alam,Adindathomass,ISTP,I,S,T,P
tertawa iya masih,Adindathomass,ISTP,I,S,T,P
tertawa ini aku spill akun tiktok ku yang asli iya gengss,Adindathomass,ISTP,I,S,T,P
malam gala premiere,Adindathomass,ISTP,I,S,T,P
kalau mimpi nonton konser terus pingsan pertanda apa,Adindathomass,ISTP,I,S,T,P
demi apa dua hari lagi,Adindathomass,ISTP,I,S,T,P
ga ngopi ngantuk ngopi asam lambung halahh,Adindathomass,ISTP,I,S,T,P
kaki pegel banget seharian mempersiapkan bazar,Adindathomass,ISTP,I,S,T,P
kembaran kaos flower ini sama aku yu ordernya di parole yaa luvs,Adindathomass,ISTP,I,S,T,P
beneran dong indra perasa makanan bisa hilang wow sungguh aku tu bingung laluin nya,Adindathomass,ISTP,I,S,T,P
pertahanan gugur,Adindathomass,ISTP,I,S,T,P
ada yang kering susah juga iya ngerawat,Adindathomass,ISTP,I,S,T,P
tumpul,Adindathomass,ISTP,I,S,T,P
janji minggu ini ada video cuapcuap baru,Adindathomass,ISTP,I,S,T,P
perlu ditanyakan ke pihak yang berwenang tertawa,Adindathomass,ISTP,I,S,T,P
terima kasih juga sudah nonton kkn,Adindathomass,ISTP,I,S,T,P
masih on saja lagi kakak matur suwun kakak ernest semoga aku ga stop belajar dan mencoba see soon,Adindathomass,ISTP,I,S,T,P
iya ampun heboh banget katanya kakak ernest membicarakan aku waw terima kasih sekali lagi kakak ernest sudah sempetin nonton kkn,Adindathomass,ISTP,I,S,T,P
weeh ko punya saya sendiri ga punya loh,Adindathomass,ISTP,I,S,T,P
wah wah wah,Adindathomass,ISTP,I,S,T,P
yakaaann,Adindathomass,ISTP,I,S,T,P
halloween tahun ini kira kira ada yang jadi badarawuhi ga yaa,Adindathomass,ISTP,I,S,T,P
kenapa sih ada saja masalahnya raya,Adindathomass,ISTP,I,S,T,P
maaci sudah nonton,Adindathomass,ISTP,I,S,T,P
sampai bertemu sore ini,Adindathomass,ISTP,I,S,T,P
tiba tiba di ingatkan untuk bersyukur hari ini sudah belum,Adindathomass,ISTP,I,S,T,P
waaahh jadi semangat,Adindathomass,ISTP,I,S,T,P
bukan musim hujan tapi,Adindathomass,ISTP,I,S,T,P
terharu banget deh,Adindathomass,ISTP,I,S,T,P
tertawa gemes wibuuu,Adindathomass,ISTP,I,S,T,P
masa siii makasi looh,Adindathomass,ISTP,I,S,T,P
siap merapat ke antv yu sore ini,Adindathomass,ISTP,I,S,T,P
dengerin nya malam malam yaa,Adindathomass,ISTP,I,S,T,P
siaangg,Adindathomass,ISTP,I,S,T,P
lokasi baru energi baru bissmillah,Adindathomass,ISTP,I,S,T,P
besok monton lagi yaa,Adindathomass,ISTP,I,S,T,P
yah maaf,Adindathomass,ISTP,I,S,T,P
aaaamin yaa,Adindathomass,ISTP,I,S,T,P
teman teman merapat ke antv yu kenalan sama raya di sinema elektronik kekasih halal,Adindathomass,ISTP,I,S,T,P
alhamdulillah iya allah nemu kasur,Adindathomass,ISTP,I,S,T,P
udahan dong besok ketemu rayya lagi jam di antv yaaa,Adindathomass,ISTP,I,S,T,P
keren banget ini yaampun angkatan berapa,Adindathomass,ISTP,I,S,T,P
cihuyy,Adindathomass,ISTP,I,S,T,P
si penipu langsung block saya really carefull with iya jangan beli tiket dari akun ini hidup may be hard tapi ga ush tipu lah,alyarohali_112,ESFP,E,S,F,P
hati dengan akun jual tiket tapi menipu jangan mau beli dari akun ini iya anak saya sudah transfer tapi tiket ga di deliver dm saya sdh di block sm dia retweet please,alyarohali_112,ESFP,E,S,F,P
we need kuis siapa berani duhh barudak,alyarohali_112,ESFP,E,S,F,P
sama pemikiran kita,alyarohali_112,ESFP,E,S,F,P
me betawi sunda,alyarohali_112,ESFP,E,S,F,P
sudah bang sudah,alyarohali_112,ESFP,E,S,F,P
makin kesini makin aneh permintaannya,alyarohali_112,ESFP,E,S,F,P
siap,alyarohali_112,ESFP,E,S,F,P
terimakasih iya,alyarohali_112,ESFP,E,S,F,P
terharu,alyarohali_112,ESFP,E,S,F,P
betawi pride,alyarohali_112,ESFP,E,S,F,P
sehat alhamdulillah mbak,alyarohali_112,ESFP,E,S,F,P
astaghfirullah,alyarohali_112,ESFP,E,S,F,P
berilmu itu penting terlebih sebelum berbicara dan beramal,alyarohali_112,ESFP,E,S,F,P
ada beberapa org yang cuitannya tidak perlu diindahkan saking keterlaluan ngaconya,alyarohali_112,ESFP,E,S,F,P
selamat adjani putriku sarjana cumlaude fhui semoga amanah dengan ilmu yang kamu perjuangkan,alyarohali_112,ESFP,E,S,F,P
meninggalkan debat walau benar lebih baik ust ga mungkin menantang debat,alyarohali_112,ESFP,E,S,F,P
jumat barokah,alyarohali_112,ESFP,E,S,F,P
astaghfirullah,alyarohali_112,ESFP,E,S,F,P
dwi iyah,alyarohali_112,ESFP,E,S,F,P
tiga tingkatan dalam menuntut ilmu ia akan sombong ia akan tawadhu ia akan merasa tidak tahu apa abdullah bin mubarak rahimahullah so kita harus dalami terus supaya gak stop di kesombongan,alyarohali_112,ESFP,E,S,F,P
manfaatkan jempolmu,alyarohali_112,ESFP,E,S,F,P
berkata lah yang baik atau diam,alyarohali_112,ESFP,E,S,F,P
recehan selama ini juga ga satu agama,alyarohali_112,ESFP,E,S,F,P
qodarullah wa maasyaaa faala,alyarohali_112,ESFP,E,S,F,P
tertawa bisa saja mbak,alyarohali_112,ESFP,E,S,F,P
astaghfirullah apa diarahkan ke fanatisme radikalisme adik ini hanya mau menjaga hafalannya thats it,alyarohali_112,ESFP,E,S,F,P
insyaa allah lebih berkah,alyarohali_112,ESFP,E,S,F,P
barakallahu fiikum anak sholeh semoga terjaga hafalannya,alyarohali_112,ESFP,E,S,F,P
insyaa allah dipanjangkan lebih utama,alyarohali_112,ESFP,E,S,F,P
setuju,alyarohali_112,ESFP,E,S,F,P
baiknya disingkat atau dipanjangkan,alyarohali_112,ESFP,E,S,F,P
astaghfirullah,alyarohali_112,ESFP,E,S,F,P
selamat hari kemerdekaan,alyarohali_112,ESFP,E,S,F,P
tetep libur dimundurkan besok,alyarohali_112,ESFP,E,S,F,P
alhamdulillah di jakarta kasus covid melandai vaksinasi sdh mencapai lebih dari persen jangan lengah tetap prokes supaya bisa segera lepas ppkm,alyarohali_112,ESFP,E,S,F,P
bagus lah masih ada bisnis yang menguntungkan,alyarohali_112,ESFP,E,S,F,P
sh beberapa kali vaksin meningitis buat syarat ke tanah suci ga ada form gini iya people just get the shot langsung manut,alyarohali_112,ESFP,E,S,F,P
punya,alyarohali_112,ESFP,E,S,F,P
iya may,alyarohali_112,ESFP,E,S,F,P
kalau bisa mempercepat vaksinasi for everyone then why not,alyarohali_112,ESFP,E,S,F,P
alhamdulillah hari ini semua staff dirumah akan di vaksin sebagai pemberi kerja kita harus encourage mereka untuk selalu prokes dan pentingnya di vaksin,alyarohali_112,ESFP,E,S,F,P
share the road yang punya sepeda juga bayar pajak,alyarohali_112,ESFP,E,S,F,P
mau naik sepeda saja digorengnya macam,alyarohali_112,ESFP,E,S,F,P
inna lillahi wa inna illaihi roji un semoga husnul khotimah,alyarohali_112,ESFP,E,S,F,P
larangan mudik tanggal mei asisten dirumah udh ijin pulang sblmnya dan baru balik setelahnya,alyarohali_112,ESFP,E,S,F,P
ke penceramah lainnya apa sudah silahturahmi dan minta maaf juga,alyarohali_112,ESFP,E,S,F,P
subhanallah ilmu mereka luar biasa semua,alyarohali_112,ESFP,E,S,F,P
astaghfirullah,alyarohali_112,ESFP,E,S,F,P
tertawa mbak ah,alyarohali_112,ESFP,E,S,F,P
canggung,amelcarlanih,ENFJ,E,N,F,J
hwhw hal dan hil random yang kutemui skrg jadi ada tempat laporannya masaaa mana ditanggepin terus pula pdhl diemin saja juga gapapa tauu hhhhh,amelcarlanih,ENFJ,E,N,F,J
senyum brutalll gak jelas huhhh,amelcarlanih,ENFJ,E,N,F,J
tadiii di pesawat nonton the great gatsby lagi setelah kayaknya terakhir tahun lalu terus menangis lagi wtfff tapi suka bgtbgtbgt ugh love it,amelcarlanih,ENFJ,E,N,F,J
sanuuuuurrr,amelcarlanih,ENFJ,E,N,F,J
seperti sarapan di kartun,amelcarlanih,ENFJ,E,N,F,J
yang benar aje,amelcarlanih,ENFJ,E,N,F,J
rugi dong,amelcarlanih,ENFJ,E,N,F,J
masa pulang mengayuh sepeda dikasih nonton hal yang jorokkkkk get rooom,amelcarlanih,ENFJ,E,N,F,J
hadeehh ini org lucu juga iya kok bisa gini,amelcarlanih,ENFJ,E,N,F,J
yaaa btul,amelcarlanih,ENFJ,E,N,F,J
ikut kelas bikin the grand budapest hotel bahkan satu bikin barbie dream house amp satu lagi bikin mojo dojo casa house,amelcarlanih,ENFJ,E,N,F,J
bangun terlambat lagi di minggu pagi,amelcarlanih,ENFJ,E,N,F,J
ini mayo ngorok gede banget kenapa,amelcarlanih,ENFJ,E,N,F,J
pakai skims saking singsetnya dari laper banget ke kenyang banget cuma suap wth,amelcarlanih,ENFJ,E,N,F,J
walach agak gak sehat ini masa jadi kangen dikit,amelcarlanih,ENFJ,E,N,F,J
kobe kayaknya sayang sm aku semoga gak bertepuk sebelah tangan lagi,amelcarlanih,ENFJ,E,N,F,J
menurutku dr semua komen unik di tiktok grwmku yang paling bikin side eye adalah komen kak amel seperti wanita perokok amel sering merokok iya hanya karena saya memakai lipliner berwarna lebih gelap dari warna bibirku warna yang ada di foto seneng deh main tiktok,amelcarlanih,ENFJ,E,N,F,J
lalalala sabtu pagi lari lari,amelcarlanih,ENFJ,E,N,F,J
udh lihat campaign ini belum,amelcarlanih,ENFJ,E,N,F,J
walaach tahun baru tambah kembaran baru lagi teman-teman,amelcarlanih,ENFJ,E,N,F,J
banci aku pakai heroine makeup tapi yang baru namanya yang advance film pls bagus banget tapi gatau ada tidak di ecomm karena aku beli kemarin pas di kalau aduh mana cm beli tapi itu bagud banget sampai malam masih mentereng mana ngapusnya bisa pakai air,amelcarlanih,ENFJ,E,N,F,J
bingung belah tengah atau pinggir tapi tetep bingungan belahan jiwaku nyarinya dimana iya,amelcarlanih,ENFJ,E,N,F,J
udh kureng ngegas pula veri boomers,amelcarlanih,ENFJ,E,N,F,J
mbalin nyebutnya bimba ye lambat berfikir iya lah,amelcarlanih,ENFJ,E,N,F,J
ameng sepatu gemecc,amelcarlanih,ENFJ,E,N,F,J
teman-teman ayo nonton malam para jahanam iya love muah,amelcarlanih,ENFJ,E,N,F,J
kok ada yang buluan,amelcarlanih,ENFJ,E,N,F,J
kgn amp sayang,amelcarlanih,ENFJ,E,N,F,J
